incident_id,source_field,source_value,mapped_ethics_issue,mapped_application_area,mapping_reason
358,text_for_classification,privacy,Privacy,,"Matched privacy, surveillance, or data-protection terms."
182,text_for_classification,cruise vehicle,,Autonomous driving,Matched autonomous-driving terms.
182,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
555,text_for_classification,chatgpt,,Language/vision model,"Matched language-model, chatbot, or computer-vision terms."
555,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
283,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
283,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
396,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
396,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
355,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
355,text_for_classification,fraud,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
107,text_for_classification,facial recognition,,Identity authentication,Matched identity verification or biometric authentication terms.
107,text_for_classification,discriminat,Racial discrimination,,"Matched race, ethnicity, or antisemitism discrimination terms."
107,text_for_classification,discriminat,Gender discrimination,,"Matched sex, gender, or sexuality discrimination terms."
150,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
150,text_for_classification,failed,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
114,text_for_classification,mugshot,,Predictive policing,Matched policing or criminal-justice terms.
114,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
251,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
251,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
93,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
93,text_for_classification,discriminat,Racial discrimination,,"Matched race, ethnicity, or antisemitism discrimination terms."
93,text_for_classification,discriminat,Gender discrimination,,"Matched sex, gender, or sexuality discrimination terms."
169,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
169,text_for_classification,failed,Inappropriate use (bad performance),,"Matched poor performance, malfunction, or incorrect-output terms."
101,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
101,text_for_classification,discriminat,Racial discrimination,,"Matched race, ethnicity, or antisemitism discrimination terms."
101,text_for_classification,discriminat,Gender discrimination,,"Matched sex, gender, or sexuality discrimination terms."
101,text_for_classification,fraud,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
164,text_for_classification,news feed,,Intelligent recommendation,"Matched recommendation, ranking, or personalization terms."
164,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
238,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
238,text_for_classification,racial bias,Racial discrimination,,"Matched race, ethnicity, or antisemitism discrimination terms."
3,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
3,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
36,text_for_classification,facial recognition,,Identity authentication,Matched identity verification or biometric authentication terms.
36,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
295,text_for_classification,facial recognition,,Identity authentication,Matched identity verification or biometric authentication terms.
295,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
454,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
454,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
248,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
248,text_for_classification,stolen,Unethical use (illegal use),,"Matched fraud, malicious misuse, or adversarial exploitation terms."
405,text_for_classification,,,Other or unclear,No application-area trigger matched the public incident text.
405,text_for_classification,scoring,Unfair algorithm (evaluation),,"Matched automated evaluation, scoring, or eligibility terms."
67,text_for_classification,autopilot,,Autonomous driving,Matched autonomous-driving terms.
67,text_for_classification,,Other or unclear,,No ethics-issue trigger matched the public incident text.
